Date,Product Name,Region,Quantity
12-03-2023,Exhaust System,mumbai,64
12-03-2023,Battery,punjab,5
13-03-2023,silenser,Delhi,97
13-03-2023,Engine,rajasthan,44
13-03-2023,Transmission,Delhi,44
13-03-2023,Brake Pads,rajasthan,56
13-03-2023,Alternator,Delhi,85
13-03-2023,Starter Motor,rajasthan,65
13-03-2023,Suspension System,rajasthan,73
13-03-2023,Fuel Pump,kerala,64
13-03-2023,Exhaust System,chennai,41
13-03-2023,Battery,punjab,11
14-03-2023,silenser,punjab,71
14-03-2023,Engine,Delhi,47
14-03-2023,Transmission,punjab,57
14-03-2023,Brake Pads,rajasthan,96
14-03-2023,Alternator,mumbai,93
14-03-2023,Starter Motor,punjab,66
14-03-2023,Suspension System,rajasthan,64
14-03-2023,Fuel Pump,chennai,57
14-03-2023,Exhaust System,mumbai,26
14-03-2023,Battery,Delhi,100
15-03-2023,silenser,kolkata,87
15-03-2023,Engine,Mangalore,53
15-03-2023,Transmission,punjab,97
15-03-2023,Brake Pads,rajasthan,89
15-03-2023,Alternator,Mangalore,87
15-03-2023,Starter Motor,kerala,96
15-03-2023,Suspension System,mumbai,14
15-03-2023,Fuel Pump,mumbai,80
15-03-2023,Exhaust System,punjab,17
15-03-2023,Battery,chennai,53
16-03-2023,silenser,kerala,42
16-03-2023,Engine,rajasthan,13
16-03-2023,Transmission,Delhi,28
16-03-2023,Brake Pads,Bangalore,50
16-03-2023,Alternator,chennai,63
16-03-2023,Starter Motor,kerala,47
16-03-2023,Suspension System,Mangalore,43
16-03-2023,Fuel Pump,Delhi,1
16-03-2023,Exhaust System,mumbai,27
16-03-2023,Battery,rajasthan,26
17-03-2023,silenser,chennai,31
17-03-2023,Engine,Bangalore,46
17-03-2023,Transmission,kerala,28
17-03-2023,Brake Pads,mumbai,3
17-03-2023,Alternator,Delhi,1
17-03-2023,Starter Motor,punjab,7
17-03-2023,Suspension System,punjab,9
17-03-2023,Fuel Pump,kerala,74
17-03-2023,Exhaust System,chennai,37
17-03-2023,Battery,mumbai,67
18-03-2023,silenser,kerala,81
18-03-2023,Engine,Bangalore,22
18-03-2023,Transmission,punjab,93
18-03-2023,Brake Pads,chennai,97
18-03-2023,Alternator,mumbai,86
18-03-2023,Starter Motor,chennai,4
18-03-2023,Suspension System,chennai,27
18-03-2023,Fuel Pump,kerala,99
18-03-2023,Exhaust System,kerala,18
18-03-2023,Battery,Bangalore,48
19-03-2023,silenser,Mangalore,70
19-03-2023,Engine,chennai,78
19-03-2023,Transmission,kolkata,51
19-03-2023,Brake Pads,punjab,4
19-03-2023,Alternator,Delhi,82
19-03-2023,Starter Motor,rajasthan,30
19-03-2023,Suspension System,kerala,58
19-03-2023,Fuel Pump,kolkata,87
19-03-2023,Exhaust System,Mangalore,14
19-03-2023,Battery,Mangalore,41
20-03-2023,silenser,rajasthan,5
20-03-2023,Engine,chennai,54
20-03-2023,Transmission,Mangalore,20
20-03-2023,Brake Pads,punjab,74
20-03-2023,Alternator,rajasthan,48
20-03-2023,Starter Motor,kolkata,22
20-03-2023,Suspension System,punjab,95
20-03-2023,Fuel Pump,Delhi,82
20-03-2023,Exhaust System,chennai,63
20-03-2023,Battery,rajasthan,1
21-03-2023,silenser,Delhi,88
21-03-2023,Engine,chennai,73
21-03-2023,Transmission,kerala,92
21-03-2023,Brake Pads,mumbai,29
21-03-2023,Alternator,kolkata,33
21-03-2023,Starter Motor,punjab,13
21-03-2023,Suspension System,rajasthan,24
21-03-2023,Fuel Pump,kolkata,43
21-03-2023,Exhaust System,punjab,63
21-03-2023,Battery,chennai,75
22-03-2023,silenser,kolkata,6
22-03-2023,Engine,rajasthan,33
22-03-2023,Transmission,Mangalore,61
22-03-2023,Brake Pads,chennai,11
22-03-2023,Alternator,mumbai,72
22-03-2023,Starter Motor,rajasthan,69
22-03-2023,Suspension System,punjab,99
22-03-2023,Fuel Pump,kolkata,81
22-03-2023,Exhaust System,kolkata,73
22-03-2023,Battery,Mangalore,40
23-03-2023,silenser,Bangalore,32
23-03-2023,Engine,kolkata,72
23-03-2023,Transmission,kolkata,27
23-03-2023,Brake Pads,chennai,42
23-03-2023,Alternator,kolkata,13
23-03-2023,Starter Motor,kerala,56
23-03-2023,Suspension System,kolkata,85
23-03-2023,Fuel Pump,chennai,95
23-03-2023,Exhaust System,Delhi,55
23-03-2023,Battery,Mangalore,22
24-03-2023,silenser,kolkata,15
24-03-2023,Engine,mumbai,5
24-03-2023,Transmission,rajasthan,31
24-03-2023,Brake Pads,punjab,34
24-03-2023,Alternator,kerala,57
24-03-2023,Starter Motor,Bangalore,16
24-03-2023,Suspension System,mumbai,45
24-03-2023,Fuel Pump,kolkata,30
24-03-2023,Exhaust System,punjab,83
24-03-2023,Battery,chennai,22
25-03-2023,silenser,Delhi,44
25-03-2023,Engine,chennai,35
25-03-2023,Transmission,chennai,32
25-03-2023,Brake Pads,Mangalore,97
25-03-2023,Alternator,rajasthan,59
25-03-2023,Starter Motor,Delhi,61
25-03-2023,Suspension System,Mangalore,1
25-03-2023,Fuel Pump,chennai,37
25-03-2023,Exhaust System,punjab,16
25-03-2023,Battery,kolkata,9
26-03-2023,silenser,Delhi,95
26-03-2023,Engine,rajasthan,76
26-03-2023,Transmission,punjab,9
26-03-2023,Brake Pads,mumbai,71
26-03-2023,Alternator,punjab,4
26-03-2023,Starter Motor,chennai,86
26-03-2023,Suspension System,Mangalore,44
26-03-2023,Fuel Pump,Mangalore,67
26-03-2023,Exhaust System,kolkata,58
26-03-2023,Battery,Delhi,63
27-03-2023,silenser,chennai,28
27-03-2023,Engine,Mangalore,56
27-03-2023,Transmission,kerala,33
27-03-2023,Brake Pads,Delhi,50
27-03-2023,Alternator,chennai,27
27-03-2023,Starter Motor,Bangalore,47
27-03-2023,Suspension System,punjab,91
27-03-2023,Fuel Pump,punjab,99
27-03-2023,Exhaust System,mumbai,62
27-03-2023,Battery,chennai,16
28-03-2023,silenser,Delhi,81
28-03-2023,Engine,Mangalore,34
28-03-2023,Transmission,punjab,96
28-03-2023,Brake Pads,Mangalore,14
28-03-2023,Alternator,Mangalore,75
28-03-2023,Starter Motor,mumbai,65
28-03-2023,Suspension System,Bangalore,40
28-03-2023,Fuel Pump,mumbai,18
28-03-2023,Exhaust System,rajasthan,90
28-03-2023,Battery,chennai,7
29-03-2023,silenser,kerala,22
29-03-2023,Engine,Bangalore,76
29-03-2023,Transmission,kerala,2
29-03-2023,Brake Pads,Delhi,63
29-03-2023,Alternator,chennai,65
29-03-2023,Starter Motor,rajasthan,87
29-03-2023,Suspension System,mumbai,78
29-03-2023,Fuel Pump,punjab,19
29-03-2023,Exhaust System,kerala,11
29-03-2023,Battery,chennai,28
30-03-2023,silenser,chennai,54
30-03-2023,Engine,mumbai,3
30-03-2023,Transmission,kerala,54
30-03-2023,Brake Pads,Bangalore,16
30-03-2023,Alternator,rajasthan,84
30-03-2023,Starter Motor,Bangalore,57
30-03-2023,Suspension System,Delhi,58
30-03-2023,Fuel Pump,kerala,69
30-03-2023,Exhaust System,Delhi,51
30-03-2023,Battery,Bangalore,20
31-03-2023,silenser,kerala,56
31-03-2023,Engine,chennai,31
31-03-2023,Transmission,Bangalore,100
31-03-2023,Brake Pads,kerala,48
31-03-2023,Alternator,rajasthan,23
31-03-2023,Starter Motor,mumbai,58
31-03-2023,Suspension System,Mangalore,33
31-03-2023,Fuel Pump,punjab,54
31-03-2023,Exhaust System,kerala,14
31-03-2023,Battery,chennai,3
01-04-2023,silenser,Mangalore,85
01-04-2023,Engine,kolkata,85
01-04-2023,Transmission,mumbai,71
01-04-2023,Brake Pads,kolkata,21
01-04-2023,Alternator,Mangalore,81
01-04-2023,Starter Motor,Mangalore,99
01-04-2023,Suspension System,Bangalore,60
01-04-2023,Fuel Pump,Mangalore,97
01-04-2023,Exhaust System,Bangalore,74
01-04-2023,Battery,kerala,43
02-04-2023,silenser,Mangalore,52
02-04-2023,Engine,chennai,96
02-04-2023,Transmission,mumbai,60
02-04-2023,Brake Pads,kolkata,42
02-04-2023,Alternator,rajasthan,73
02-04-2023,Starter Motor,Mangalore,25
02-04-2023,Suspension System,Bangalore,53
02-04-2023,Fuel Pump,kerala,51
02-04-2023,Exhaust System,Delhi,82
02-04-2023,Battery,chennai,65
03-04-2023,silenser,Mangalore,86
03-04-2023,Engine,mumbai,34
03-04-2023,Transmission,mumbai,57
03-04-2023,Brake Pads,Delhi,59
03-04-2023,Alternator,rajasthan,59
03-04-2023,Starter Motor,punjab,83
03-04-2023,Suspension System,chennai,78
03-04-2023,Fuel Pump,rajasthan,50
03-04-2023,Exhaust System,rajasthan,47
03-04-2023,Battery,kerala,37
04-04-2023,silenser,Delhi,87
04-04-2023,Engine,Bangalore,100
04-04-2023,Transmission,Bangalore,47
04-04-2023,Brake Pads,kerala,96
04-04-2023,Alternator,Mangalore,42
04-04-2023,Starter Motor,punjab,77
04-04-2023,Suspension System,punjab,64
04-04-2023,Fuel Pump,Bangalore,68
04-04-2023,Exhaust System,punjab,8
04-04-2023,Battery,Delhi,26
05-04-2023,silenser,kolkata,26
05-04-2023,Engine,kerala,84
05-04-2023,Transmission,kerala,34
05-04-2023,Brake Pads,kerala,36
05-04-2023,Alternator,punjab,39
05-04-2023,Starter Motor,rajasthan,39
05-04-2023,Suspension System,mumbai,85
05-04-2023,Fuel Pump,chennai,52
05-04-2023,Exhaust System,Bangalore,43
05-04-2023,Battery,kolkata,34
06-04-2023,silenser,Mangalore,56
06-04-2023,Engine,Delhi,11
06-04-2023,Transmission,Delhi,76
06-04-2023,Brake Pads,kerala,18
06-04-2023,Alternator,mumbai,20
06-04-2023,Starter Motor,chennai,84
06-04-2023,Suspension System,Bangalore,53
06-04-2023,Fuel Pump,chennai,14
06-04-2023,Exhaust System,Mangalore,13
06-04-2023,Battery,rajasthan,57
07-04-2023,silenser,kolkata,47
07-04-2023,Engine,Bangalore,69
07-04-2023,Transmission,mumbai,20
07-04-2023,Brake Pads,punjab,54
07-04-2023,Alternator,Mangalore,63
07-04-2023,Starter Motor,rajasthan,82
07-04-2023,Suspension System,Delhi,33
07-04-2023,Fuel Pump,Delhi,49
07-04-2023,Exhaust System,Delhi,35
07-04-2023,Battery,Delhi,0
08-04-2023,silenser,Bangalore,95
08-04-2023,Engine,mumbai,39
08-04-2023,Transmission,kerala,11
08-04-2023,Brake Pads,chennai,70
08-04-2023,Alternator,punjab,86
08-04-2023,Starter Motor,rajasthan,26
08-04-2023,Suspension System,mumbai,19
08-04-2023,Fuel Pump,kerala,87
08-04-2023,Exhaust System,kolkata,38
08-04-2023,Battery,mumbai,53
09-04-2023,silenser,kolkata,80
09-04-2023,Engine,kolkata,60
09-04-2023,Transmission,chennai,8
09-04-2023,Brake Pads,mumbai,46
09-04-2023,Alternator,mumbai,86
09-04-2023,Starter Motor,punjab,83
09-04-2023,Suspension System,punjab,71
09-04-2023,Fuel Pump,rajasthan,27
09-04-2023,Exhaust System,Delhi,53
09-04-2023,Battery,kolkata,13
10-04-2023,silenser,kerala,44
10-04-2023,Engine,Bangalore,36
10-04-2023,Transmission,rajasthan,25
10-04-2023,Brake Pads,punjab,61
10-04-2023,Alternator,Mangalore,82
10-04-2023,Starter Motor,kerala,84
10-04-2023,Suspension System,Delhi,26
10-04-2023,Fuel Pump,punjab,78
10-04-2023,Exhaust System,rajasthan,50
10-04-2023,Battery,kolkata,58
11-04-2023,silenser,kolkata,43
11-04-2023,Engine,Bangalore,99
11-04-2023,Transmission,punjab,75
11-04-2023,Brake Pads,kolkata,74
11-04-2023,Alternator,kerala,70
11-04-2023,Starter Motor,Bangalore,42
11-04-2023,Suspension System,kolkata,33
11-04-2023,Fuel Pump,Bangalore,60
11-04-2023,Exhaust System,kerala,54
11-04-2023,Battery,Mangalore,98
12-04-2023,silenser,kerala,49
12-04-2023,Engine,kolkata,36
12-04-2023,Transmission,mumbai,74
12-04-2023,Brake Pads,kerala,55
12-04-2023,Alternator,Mangalore,91
12-04-2023,Starter Motor,kolkata,35
12-04-2023,Suspension System,Delhi,35
12-04-2023,Fuel Pump,Delhi,70
12-04-2023,Exhaust System,punjab,78
12-04-2023,Battery,chennai,94
13-04-2023,silenser,punjab,19
13-04-2023,Engine,Bangalore,89
13-04-2023,Transmission,Bangalore,95
13-04-2023,Brake Pads,mumbai,92
13-04-2023,Alternator,punjab,9
13-04-2023,Starter Motor,mumbai,87
13-04-2023,Suspension System,kolkata,15
13-04-2023,Fuel Pump,punjab,28
13-04-2023,Exhaust System,mumbai,13
13-04-2023,Battery,Bangalore,37
14-04-2023,silenser,rajasthan,16
14-04-2023,Engine,Delhi,80
14-04-2023,Transmission,Mangalore,59
14-04-2023,Brake Pads,rajasthan,65
14-04-2023,Alternator,kolkata,98
14-04-2023,Starter Motor,Mangalore,76
14-04-2023,Suspension System,kerala,87
14-04-2023,Fuel Pump,rajasthan,79
14-04-2023,Exhaust System,mumbai,100
14-04-2023,Battery,Mangalore,36
15-04-2023,silenser,punjab,71
15-04-2023,Engine,kolkata,30
15-04-2023,Transmission,mumbai,73
15-04-2023,Brake Pads,kolkata,54
15-04-2023,Alternator,Bangalore,47
15-04-2023,Starter Motor,mumbai,97
15-04-2023,Suspension System,punjab,87
15-04-2023,Fuel Pump,kerala,98
15-04-2023,Exhaust System,kerala,24
15-04-2023,Battery,kolkata,50
16-04-2023,silenser,kolkata,39
16-04-2023,Engine,Bangalore,2
16-04-2023,Transmission,Bangalore,60
16-04-2023,Brake Pads,Mangalore,31
16-04-2023,Alternator,Delhi,44
16-04-2023,Starter Motor,mumbai,5
16-04-2023,Suspension System,chennai,60
16-04-2023,Fuel Pump,mumbai,72
16-04-2023,Exhaust System,punjab,74
16-04-2023,Battery,kerala,5
17-04-2023,silenser,Bangalore,68
17-04-2023,Engine,mumbai,23
17-04-2023,Transmission,rajasthan,29
17-04-2023,Brake Pads,kerala,86
17-04-2023,Alternator,punjab,48
17-04-2023,Starter Motor,chennai,19
17-04-2023,Suspension System,Bangalore,5
17-04-2023,Fuel Pump,Mangalore,27
17-04-2023,Exhaust System,mumbai,91
17-04-2023,Battery,kolkata,58
18-04-2023,silenser,Bangalore,60
18-04-2023,Engine,Delhi,14
18-04-2023,Transmission,Mangalore,15
18-04-2023,Brake Pads,chennai,33
18-04-2023,Alternator,kolkata,46
18-04-2023,Starter Motor,Delhi,13
18-04-2023,Suspension System,kerala,82
18-04-2023,Fuel Pump,kerala,89
18-04-2023,Exhaust System,Bangalore,24
18-04-2023,Battery,Bangalore,56
19-04-2023,silenser,rajasthan,6
19-04-2023,Engine,rajasthan,3
19-04-2023,Transmission,Bangalore,99
19-04-2023,Brake Pads,mumbai,54
19-04-2023,Alternator,kolkata,93
19-04-2023,Starter Motor,kolkata,33
19-04-2023,Suspension System,Delhi,82
19-04-2023,Fuel Pump,rajasthan,32
19-04-2023,Exhaust System,Delhi,61
19-04-2023,Battery,punjab,32
20-04-2023,silenser,chennai,75
20-04-2023,Engine,kolkata,95
20-04-2023,Transmission,punjab,89
20-04-2023,Brake Pads,chennai,19
20-04-2023,Alternator,kerala,28
20-04-2023,Starter Motor,mumbai,58
20-04-2023,Suspension System,mumbai,27
20-04-2023,Fuel Pump,chennai,52
20-04-2023,Exhaust System,Bangalore,23
20-04-2023,Battery,rajasthan,10
21-04-2023,silenser,kolkata,41
21-04-2023,Engine,kolkata,5
21-04-2023,Transmission,Delhi,63
21-04-2023,Brake Pads,rajasthan,28
21-04-2023,Alternator,mumbai,21
21-04-2023,Starter Motor,punjab,70
21-04-2023,Suspension System,Bangalore,79
21-04-2023,Fuel Pump,chennai,99
21-04-2023,Exhaust System,kolkata,74
21-04-2023,Battery,punjab,37
22-04-2023,silenser,kolkata,21
22-04-2023,Engine,punjab,94
22-04-2023,Transmission,rajasthan,22
22-04-2023,Brake Pads,chennai,92
22-04-2023,Alternator,Bangalore,71
22-04-2023,Starter Motor,punjab,90
22-04-2023,Suspension System,chennai,85
22-04-2023,Fuel Pump,Delhi,5
22-04-2023,Exhaust System,Bangalore,80
22-04-2023,Battery,Mangalore,94
23-04-2023,silenser,punjab,66
23-04-2023,Engine,rajasthan,11
23-04-2023,Transmission,kolkata,83
23-04-2023,Brake Pads,kolkata,100
23-04-2023,Alternator,rajasthan,65
23-04-2023,Starter Motor,kolkata,23
23-04-2023,Suspension System,chennai,50
23-04-2023,Fuel Pump,kerala,3
23-04-2023,Exhaust System,chennai,74
23-04-2023,Battery,Delhi,80
24-04-2023,silenser,punjab,17
24-04-2023,Engine,rajasthan,63
24-04-2023,Transmission,Mangalore,90
24-04-2023,Brake Pads,kerala,58
24-04-2023,Alternator,kolkata,66
24-04-2023,Starter Motor,Bangalore,85
24-04-2023,Suspension System,kolkata,69
24-04-2023,Fuel Pump,mumbai,43
24-04-2023,Exhaust System,chennai,27
24-04-2023,Battery,kerala,91
25-04-2023,silenser,Delhi,44
25-04-2023,Engine,Bangalore,18
25-04-2023,Transmission,chennai,30
25-04-2023,Brake Pads,mumbai,57
25-04-2023,Alternator,chennai,6
25-04-2023,Starter Motor,Delhi,68
25-04-2023,Suspension System,Delhi,74
25-04-2023,Fuel Pump,chennai,5
25-04-2023,Exhaust System,punjab,35
25-04-2023,Battery,Bangalore,59
26-04-2023,silenser,mumbai,88
26-04-2023,Engine,chennai,76
26-04-2023,Transmission,Bangalore,81
26-04-2023,Brake Pads,Bangalore,8
26-04-2023,Alternator,chennai,28
26-04-2023,Starter Motor,kerala,97
26-04-2023,Suspension System,punjab,50
26-04-2023,Fuel Pump,Mangalore,37
26-04-2023,Exhaust System,Delhi,66
26-04-2023,Battery,chennai,3
27-04-2023,silenser,kolkata,97
27-04-2023,Engine,rajasthan,66
27-04-2023,Transmission,Delhi,6
27-04-2023,Brake Pads,kerala,21
27-04-2023,Alternator,kerala,75
27-04-2023,Starter Motor,Bangalore,30
27-04-2023,Suspension System,mumbai,43
27-04-2023,Fuel Pump,kerala,25
27-04-2023,Exhaust System,chennai,58
27-04-2023,Battery,Bangalore,46
28-04-2023,silenser,punjab,61
28-04-2023,Engine,kolkata,81
28-04-2023,Transmission,kerala,41
28-04-2023,Brake Pads,rajasthan,0
28-04-2023,Alternator,Mangalore,43
28-04-2023,Starter Motor,Bangalore,17
28-04-2023,Suspension System,Mangalore,11
28-04-2023,Fuel Pump,rajasthan,74
28-04-2023,Exhaust System,kolkata,8
28-04-2023,Battery,chennai,75
29-04-2023,silenser,Bangalore,94
29-04-2023,Engine,chennai,7
29-04-2023,Transmission,punjab,72
29-04-2023,Brake Pads,punjab,78
29-04-2023,Alternator,Bangalore,52
29-04-2023,Starter Motor,Mangalore,50
29-04-2023,Suspension System,kolkata,44
29-04-2023,Fuel Pump,kerala,84
29-04-2023,Exhaust System,Bangalore,35
29-04-2023,Battery,chennai,53
30-04-2023,silenser,punjab,88
30-04-2023,Engine,Bangalore,14
30-04-2023,Transmission,mumbai,75
30-04-2023,Brake Pads,mumbai,92
30-04-2023,Alternator,punjab,10
30-04-2023,Starter Motor,kerala,26
30-04-2023,Suspension System,kerala,50
30-04-2023,Fuel Pump,chennai,42
30-04-2023,Exhaust System,kolkata,35
30-04-2023,Battery,Bangalore,62
01-05-2023,silenser,punjab,92
01-05-2023,Engine,Bangalore,53
01-05-2023,Transmission,Bangalore,71
01-05-2023,Brake Pads,Bangalore,98
01-05-2023,Alternator,punjab,39
01-05-2023,Starter Motor,punjab,43
01-05-2023,Suspension System,kerala,73
01-05-2023,Fuel Pump,rajasthan,98
01-05-2023,Exhaust System,Bangalore,99
01-05-2023,Battery,chennai,75
02-05-2023,silenser,mumbai,90
02-05-2023,Engine,mumbai,84
02-05-2023,Transmission,Bangalore,16
02-05-2023,Brake Pads,Bangalore,70
02-05-2023,Alternator,kolkata,41
02-05-2023,Starter Motor,rajasthan,61
02-05-2023,Suspension System,mumbai,29
02-05-2023,Fuel Pump,kolkata,48
02-05-2023,Exhaust System,Delhi,48
02-05-2023,Battery,kolkata,97
03-05-2023,silenser,Mangalore,18
03-05-2023,Engine,rajasthan,37
03-05-2023,Transmission,kolkata,44
03-05-2023,Brake Pads,rajasthan,58
03-05-2023,Alternator,rajasthan,68
03-05-2023,Starter Motor,Delhi,27
03-05-2023,Suspension System,chennai,35
03-05-2023,Fuel Pump,punjab,78
03-05-2023,Exhaust System,Mangalore,14
03-05-2023,Battery,rajasthan,74
04-05-2023,silenser,Delhi,26
04-05-2023,Engine,kerala,50
04-05-2023,Transmission,kerala,36
04-05-2023,Brake Pads,kolkata,96
04-05-2023,Alternator,kolkata,16
04-05-2023,Starter Motor,punjab,71
04-05-2023,Suspension System,Mangalore,7
04-05-2023,Fuel Pump,Bangalore,95
04-05-2023,Exhaust System,rajasthan,87
04-05-2023,Battery,Delhi,45
05-05-2023,silenser,Delhi,1
05-05-2023,Engine,kolkata,81
05-05-2023,Transmission,rajasthan,24
05-05-2023,Brake Pads,kolkata,39
05-05-2023,Alternator,Mangalore,43
05-05-2023,Starter Motor,kerala,69
05-05-2023,Suspension System,Mangalore,91
05-05-2023,Fuel Pump,punjab,48
05-05-2023,Exhaust System,mumbai,13
05-05-2023,Battery,punjab,55
06-05-2023,silenser,rajasthan,9
06-05-2023,Engine,Bangalore,90
06-05-2023,Transmission,rajasthan,90
06-05-2023,Brake Pads,chennai,66
06-05-2023,Alternator,rajasthan,21
06-05-2023,Starter Motor,kolkata,93
06-05-2023,Suspension System,rajasthan,42
06-05-2023,Fuel Pump,Mangalore,51
06-05-2023,Exhaust System,chennai,61
06-05-2023,Battery,chennai,58
07-05-2023,silenser,rajasthan,0
07-05-2023,Engine,kerala,50
07-05-2023,Transmission,chennai,16
07-05-2023,Brake Pads,Mangalore,98
07-05-2023,Alternator,kolkata,63
07-05-2023,Starter Motor,rajasthan,90
07-05-2023,Suspension System,kolkata,62
07-05-2023,Fuel Pump,Bangalore,30
07-05-2023,Exhaust System,kolkata,50
07-05-2023,Battery,Mangalore,62
08-05-2023,silenser,chennai,74
08-05-2023,Engine,mumbai,87
08-05-2023,Transmission,kerala,45
08-05-2023,Brake Pads,kolkata,4
08-05-2023,Alternator,kolkata,88
08-05-2023,Starter Motor,chennai,82
08-05-2023,Suspension System,punjab,81
08-05-2023,Fuel Pump,punjab,86
08-05-2023,Exhaust System,Mangalore,19
08-05-2023,Battery,punjab,100
09-05-2023,silenser,chennai,6
09-05-2023,Engine,Delhi,26
09-05-2023,Transmission,Bangalore,16
09-05-2023,Brake Pads,mumbai,43
09-05-2023,Alternator,Mangalore,56
09-05-2023,Starter Motor,rajasthan,44
09-05-2023,Suspension System,mumbai,55
09-05-2023,Fuel Pump,mumbai,0
09-05-2023,Exhaust System,chennai,31
09-05-2023,Battery,mumbai,94
10-05-2023,silenser,mumbai,89
10-05-2023,Engine,Bangalore,10
10-05-2023,Transmission,rajasthan,77
10-05-2023,Brake Pads,rajasthan,15
10-05-2023,Alternator,chennai,17
10-05-2023,Starter Motor,Delhi,18
10-05-2023,Suspension System,kolkata,19
10-05-2023,Fuel Pump,Delhi,1
10-05-2023,Exhaust System,kolkata,6
10-05-2023,Battery,chennai,95
11-05-2023,silenser,rajasthan,42
11-05-2023,Engine,kolkata,9
11-05-2023,Transmission,Delhi,8
11-05-2023,Brake Pads,kolkata,27
11-05-2023,Alternator,chennai,98
11-05-2023,Starter Motor,kolkata,27
11-05-2023,Suspension System,mumbai,82
11-05-2023,Fuel Pump,rajasthan,50
11-05-2023,Exhaust System,punjab,14
11-05-2023,Battery,Delhi,34
12-05-2023,silenser,Delhi,53
12-05-2023,Engine,Mangalore,98
12-05-2023,Transmission,Mangalore,71
12-05-2023,Brake Pads,punjab,53
12-05-2023,Alternator,chennai,47
12-05-2023,Starter Motor,kolkata,85
12-05-2023,Suspension System,Mangalore,45
12-05-2023,Fuel Pump,Delhi,49
12-05-2023,Exhaust System,Bangalore,58
12-05-2023,Battery,mumbai,25
13-05-2023,silenser,Bangalore,39
13-05-2023,Engine,Mangalore,6
13-05-2023,Transmission,kolkata,74
13-05-2023,Brake Pads,Bangalore,24
13-05-2023,Alternator,mumbai,0
13-05-2023,Starter Motor,Delhi,33
13-05-2023,Suspension System,kolkata,48
13-05-2023,Fuel Pump,kolkata,60
13-05-2023,Exhaust System,chennai,5
13-05-2023,Battery,kerala,41
14-05-2023,silenser,kerala,47
14-05-2023,Engine,rajasthan,74
14-05-2023,Transmission,Delhi,53
14-05-2023,Brake Pads,Bangalore,90
14-05-2023,Alternator,rajasthan,46
14-05-2023,Starter Motor,Mangalore,98
14-05-2023,Suspension System,mumbai,32
14-05-2023,Fuel Pump,rajasthan,58
14-05-2023,Exhaust System,Mangalore,94
14-05-2023,Battery,Bangalore,49
15-05-2023,silenser,Delhi,5
15-05-2023,Engine,mumbai,38
15-05-2023,Transmission,Bangalore,55
15-05-2023,Brake Pads,kolkata,20
15-05-2023,Alternator,Bangalore,55
15-05-2023,Starter Motor,kerala,98
15-05-2023,Suspension System,Bangalore,66
15-05-2023,Fuel Pump,mumbai,22
15-05-2023,Exhaust System,Mangalore,39
15-05-2023,Battery,Delhi,21
16-05-2023,silenser,kolkata,84
16-05-2023,Engine,Bangalore,30
16-05-2023,Transmission,rajasthan,47
16-05-2023,Brake Pads,Mangalore,90
16-05-2023,Alternator,rajasthan,13
16-05-2023,Starter Motor,kolkata,52
16-05-2023,Suspension System,punjab,45
16-05-2023,Fuel Pump,mumbai,24
16-05-2023,Exhaust System,kolkata,69
16-05-2023,Battery,kerala,47
17-05-2023,silenser,Bangalore,74
17-05-2023,Engine,Mangalore,63
17-05-2023,Transmission,kerala,57
17-05-2023,Brake Pads,Bangalore,78
17-05-2023,Alternator,rajasthan,96
17-05-2023,Starter Motor,Mangalore,31
17-05-2023,Suspension System,mumbai,47
17-05-2023,Fuel Pump,rajasthan,32
17-05-2023,Exhaust System,Delhi,76
17-05-2023,Battery,kerala,67
18-05-2023,silenser,mumbai,86
18-05-2023,Engine,mumbai,88
18-05-2023,Transmission,Delhi,60
18-05-2023,Brake Pads,Bangalore,65
18-05-2023,Alternator,mumbai,14
18-05-2023,Starter Motor,kolkata,87
18-05-2023,Suspension System,Mangalore,45
18-05-2023,Fuel Pump,rajasthan,77
18-05-2023,Exhaust System,rajasthan,53
18-05-2023,Battery,Delhi,88
19-05-2023,silenser,Bangalore,19
19-05-2023,Engine,chennai,43
19-05-2023,Transmission,mumbai,4
19-05-2023,Brake Pads,Mangalore,26
19-05-2023,Alternator,chennai,86
19-05-2023,Starter Motor,mumbai,45
19-05-2023,Suspension System,Delhi,98
19-05-2023,Fuel Pump,rajasthan,77
19-05-2023,Exhaust System,mumbai,97
19-05-2023,Battery,Bangalore,67
20-05-2023,silenser,kolkata,21
20-05-2023,Engine,kolkata,80
20-05-2023,Transmission,kerala,80
20-05-2023,Brake Pads,punjab,9
20-05-2023,Alternator,kerala,49
20-05-2023,Starter Motor,mumbai,5
20-05-2023,Suspension System,punjab,89
20-05-2023,Fuel Pump,punjab,74
20-05-2023,Exhaust System,Bangalore,92
20-05-2023,Battery,mumbai,27
21-05-2023,silenser,Delhi,53
21-05-2023,Engine,kolkata,100
21-05-2023,Transmission,Mangalore,62
21-05-2023,Brake Pads,punjab,16
21-05-2023,Alternator,Bangalore,56
21-05-2023,Starter Motor,rajasthan,97
21-05-2023,Suspension System,kerala,86
21-05-2023,Fuel Pump,chennai,0
21-05-2023,Exhaust System,kolkata,90
21-05-2023,Battery,Delhi,60
22-05-2023,silenser,mumbai,55
22-05-2023,Engine,kolkata,27
22-05-2023,Transmission,kolkata,49
22-05-2023,Brake Pads,chennai,24
22-05-2023,Alternator,kerala,40
22-05-2023,Starter Motor,rajasthan,29
22-05-2023,Suspension System,Delhi,18
